emp_no,first_name,last_name,title,from_date,to_date,hire_date,birth_date
225315,Piyawadee,Choobineh,Engineer,2001-03-25,9999-01-01,1985-07-19,1952-03-08
225323,Morrie,Sidhu,Senior Staff,1985-02-24,9999-01-01,1985-02-24,1955-01-18
225363,Adamantios,Cullers,Senior Staff,1986-01-05,9999-01-01,1985-12-03,1955-08-21
225444,Masanao,Vural,Technique Leader,1995-08-06,9999-01-01,1985-10-03,1952-12-08
225450,Jiann,Famili,Senior Engineer,1990-07-27,9999-01-01,1985-07-27,1952-08-14
225453,Huan,Rothenberg,Engineer,2000-01-20,9999-01-01,1985-10-31,1952-11-09
225533,Feiyu,Oehlmann,Senior Staff,1990-02-08,9999-01-01,1985-02-08,1953-03-24
225552,Sariel,Lalonde,Senior Engineer,1993-04-23,9999-01-01,1985-04-23,1955-02-05
225613,Alenka,Markovitch,Senior Engineer,1992-12-28,9999-01-01,1985-12-28,1953-03-29
225615,Zhonghui,Clouatre,Staff,1997-12-21,9999-01-01,1985-09-01,1955-03-10
225652,Along,Seiwald,Senior Engineer,1993-08-22,9999-01-01,1985-08-22,1954-11-13
225661,Hairong,Baer,Senior Staff,1991-06-21,9999-01-01,1985-04-22,1954-12-09
225770,Visit,Khasidashvili,Engineer,1994-03-29,9999-01-01,1985-03-29,1955-05-12
225811,Takushi,Zallocco,Senior Engineer,1999-05-07,9999-01-01,1985-11-10,1952-08-04
225890,Alois,Oxenboll,Senior Staff,1992-07-28,9999-01-01,1985-07-28,1953-03-28
225899,Pradeep,Penttonen,Technique Leader,1985-06-22,9999-01-01,1985-06-22,1955-08-22
225919,Christfried,Dayang,Senior Staff,1993-05-29,9999-01-01,1985-05-29,1953-08-19
225928,Kasturi,Huxford,Senior Staff,1995-02-26,9999-01-01,1985-09-02,1952-02-15
225941,Alenka,Angelopoulos,Senior Staff,1993-02-09,9999-01-01,1985-02-09,1953-01-18
225956,Mads,Parhami,Senior Engineer,1992-08-25,9999-01-01,1985-08-25,1954-11-02
225968,Domenico,Brickell,Senior Engineer,1992-02-11,9999-01-01,1985-02-10,1955-01-29
225979,Malu,Hoogerwoord,Senior Staff,1994-07-11,9999-01-01,1985-12-26,1954-08-22
225981,Niclas,Hopewell,Senior Engineer,1993-04-06,9999-01-01,1985-04-06,1953-03-19
225982,Susanta,Zaiane,Senior Engineer,1994-11-29,9999-01-01,1985-11-29,1954-08-10
225992,Sverrir,Zedlitz,Senior Staff,1994-04-29,9999-01-01,1985-09-29,1953-08-29
226012,Sahrah,Katalagarianos,Senior Engineer,1995-01-24,9999-01-01,1985-02-03,1955-12-18
226019,Billie,Bellmore,Senior Staff,1997-04-07,9999-01-01,1985-07-09,1954-04-13
226067,Baruch,Benner,Staff,1995-06-29,9999-01-01,1985-02-20,1954-09-02
226079,Naraig,Badache,Senior Engineer,1991-11-15,9999-01-01,1985-11-15,1954-08-11
226092,Chinho,Nyanchama,Senior Engineer,1994-06-03,9999-01-01,1985-06-03,1954-07-10
226110,Shuji,Stasinski,Senior Staff,1991-10-11,9999-01-01,1985-10-11,1953-03-29
226112,Susanna,Gomatam,Senior Staff,1993-08-24,9999-01-01,1985-08-24,1952-03-08
226231,Heekeun,Raoux,Senior Engineer,1994-09-10,9999-01-01,1985-09-10,1952-05-11
226263,Rajmohan,Attimonelli,Staff,1998-08-14,9999-01-01,1985-07-18,1954-09-09
226302,Danae,Braunmuhl,Senior Engineer,1985-07-19,9999-01-01,1985-07-19,1955-04-27
226313,Aiichiro,Christ,Senior Staff,2001-04-06,9999-01-01,1985-05-28,1952-03-19
226382,Moss,Khasidashvili,Senior Staff,1994-02-06,9999-01-01,1985-02-06,1953-03-18
226398,Girolamo,Copas,Senior Engineer,1998-02-23,9999-01-01,1985-04-28,1953-03-17
226452,Patricio,Stellhorn,Senior Engineer,2000-12-04,9999-01-01,1985-10-27,1952-11-14
226456,Phule,Kabayashi,Senior Engineer,1992-05-30,9999-01-01,1985-05-30,1955-01-03
226466,Atilio,Baek,Senior Staff,1997-06-28,9999-01-01,1985-04-27,1955-12-07
226529,Padma,Lamparter,Senior Staff,1994-02-02,9999-01-01,1985-04-28,1953-07-17
226587,Serap,Mitina,Senior Staff,1999-08-01,9999-01-01,1985-04-02,1952-10-26
226886,Divine,Bojadziev,Engineer,1995-07-27,9999-01-01,1985-05-02,1955-10-04
226899,Shigehito,Syrotiuk,Senior Engineer,1985-12-14,9999-01-01,1985-12-14,1954-03-09
226932,Gen,Bridgland,Senior Staff,1993-11-20,9999-01-01,1985-07-20,1953-09-30
226991,Maha,Schreiter,Senior Staff,1991-06-07,9999-01-01,1985-06-07,1953-06-14
227042,Gay,Templeman,Technique Leader,1999-12-21,9999-01-01,1985-02-21,1954-02-08
227069,Shigeichiro,Marshall,Senior Engineer,1985-02-26,9999-01-01,1985-02-26,1955-06-01
227134,Mohamadou,Nollmann,Senior Staff,1993-05-20,9999-01-01,1985-05-20,1952-11-02
227185,Lillian,Syang,Senior Engineer,2002-01-14,9999-01-01,1985-09-08,1953-04-27
227212,Premsyl,Hartvigsen,Senior Staff,1990-02-24,9999-01-01,1985-02-24,1955-03-10
227239,Krisda,Showalter,Senior Staff,1990-09-19,9999-01-01,1985-09-19,1953-02-06
227276,Nobuyoshi,Zultner,Senior Staff,1985-06-14,9999-01-01,1985-06-14,1952-04-17
227318,Claude,Benantar,Senior Staff,1996-08-11,9999-01-01,1985-09-05,1955-05-20
227324,Arve,Cooley,Senior Staff,1990-07-27,9999-01-01,1985-07-27,1955-09-27
227361,Kazuhito,Servieres,Senior Staff,1992-12-25,9999-01-01,1985-12-25,1952-10-20
227388,Arif,Krychniak,Senior Engineer,1994-03-11,9999-01-01,1985-05-12,1953-04-29
227457,Zeydy,Silva,Senior Engineer,1997-11-24,9999-01-01,1985-02-20,1953-01-22
227465,Bartek,Ducloy,Senior Staff,1994-05-03,9999-01-01,1985-05-03,1955-07-08
227478,Collette,Crouzet,Senior Staff,1985-07-30,9999-01-01,1985-07-30,1954-06-23
227501,Angus,Biron,Senior Engineer,1991-04-15,9999-01-01,1985-04-15,1953-12-25
227518,Masoud,Dichev,Technique Leader,1985-09-22,9999-01-01,1985-09-22,1952-09-30
227553,Trygve,Schwartzbauer,Senior Staff,1985-08-28,9999-01-01,1985-08-28,1953-12-22
227593,Hugo,Leuchs,Senior Engineer,2000-10-03,9999-01-01,1985-06-05,1953-07-20
227662,Gou,Preusig,Senior Staff,1991-03-14,9999-01-01,1985-03-14,1954-01-27
227689,Dannz,Seuren,Senior Staff,1993-06-06,9999-01-01,1985-06-06,1955-10-07
227694,Paloma,Chandrasekhar,Senior Staff,1991-06-26,9999-01-01,1985-06-26,1952-06-22
227726,Alejandro,Trystram,Senior Staff,1985-09-30,9999-01-01,1985-09-30,1952-12-08
227808,Xiaoheng,Babb,Senior Staff,1992-06-28,9999-01-01,1985-02-24,1952-11-15
227885,Tesuya,Cheshire,Senior Engineer,1990-09-11,9999-01-01,1985-09-11,1953-12-23
227958,Shichao,Hennebert,Senior Staff,1996-07-15,9999-01-01,1985-08-18,1953-04-25
228018,Minghong,Beerel,Senior Staff,1985-02-26,9999-01-01,1985-02-26,1954-12-17
228025,Yuguang,Papastamatiou,Technique Leader,1991-04-20,9999-01-01,1985-02-13,1953-06-03
228095,DAIDA,Suppi,Senior Engineer,1987-05-07,9999-01-01,1985-05-27,1953-10-27
228307,Munir,Belinskaya,Senior Staff,1990-12-27,9999-01-01,1985-12-27,1955-11-22
228357,Sarita,Brookner,Senior Engineer,1993-04-14,9999-01-01,1985-04-14,1954-09-23
228358,Goetz,Molenaar,Senior Engineer,1985-06-03,9999-01-01,1985-05-26,1952-09-27
228411,Khaled,Hofstetter,Senior Staff,1999-08-29,9999-01-01,1985-07-18,1954-07-02
228427,Fumitaka,Rothenberg,Senior Engineer,2000-02-18,9999-01-01,1985-10-24,1954-12-04
228500,Martial,Fontet,Senior Staff,1990-04-29,9999-01-01,1985-03-01,1953-07-03
228517,Huei,Leaver,Staff,1998-12-24,9999-01-01,1985-10-03,1955-07-23
228578,JoAnne,Talmon,Senior Engineer,1990-10-16,9999-01-01,1985-10-16,1953-11-22
228691,Ortrud,Paciorek,Senior Engineer,1991-05-31,9999-01-01,1985-05-31,1954-07-13
228716,Sukumar,Rajcani,Senior Engineer,1999-03-14,9999-01-01,1985-07-03,1954-11-07
228972,Amalendu,Heiserman,Senior Engineer,1994-07-18,9999-01-01,1985-07-18,1953-03-14
228973,Cheong,Nations,Senior Engineer,2001-10-21,9999-01-01,1985-10-21,1955-07-26
228982,Alagu,Ramsak,Senior Staff,1990-04-03,9999-01-01,1985-04-03,1955-03-23
229049,Alois,Denis,Senior Engineer,1999-07-25,9999-01-01,1985-07-24,1954-11-24
229088,Kasidit,Servieres,Senior Engineer,2000-01-11,9999-01-01,1985-11-21,1955-12-01
229126,Leszek,Kolvik,Senior Staff,1998-05-04,9999-01-01,1985-03-30,1953-07-31
229216,Becky,Muniz,Senior Staff,1994-12-30,9999-01-01,1985-12-26,1954-04-30
229231,Oscar,Toyoshima,Senior Engineer,1999-05-04,9999-01-01,1985-07-02,1955-06-13
229240,Sachar,Kugler,Senior Engineer,1988-12-21,9999-01-01,1985-08-27,1952-10-14
229255,George,Nannarelli,Senior Engineer,1998-05-29,9999-01-01,1985-07-31,1954-06-10
229259,Georgi,Narahari,Senior Engineer,1991-07-23,9999-01-01,1985-07-23,1954-03-18
229307,Padma,Peroz,Senior Engineer,1994-02-10,9999-01-01,1985-02-10,1955-09-18
229317,Fumiya,Wegerle,Senior Engineer,1991-06-05,9999-01-01,1985-06-05,1954-09-16
229347,Sedat,Hiltgen,Engineer,1999-04-29,9999-01-01,1985-05-14,1955-04-05
229367,Oscar,Katzenelson,Senior Staff,1991-03-14,9999-01-01,1985-10-02,1952-06-30
229418,Uri,Sanella,Senior Engineer,1985-05-02,9999-01-01,1985-05-02,1955-04-29
229423,Stafford,Murtafg,Senior Staff,1991-05-07,9999-01-01,1985-05-07,1955-03-19
229435,Arnd,Kading,Senior Engineer,1994-07-02,9999-01-01,1985-09-06,1954-01-17
229443,Mohammad,Hedayat,Senior Engineer,1995-12-23,9999-01-01,1985-10-09,1953-08-20
229481,Shimshon,Conti,Senior Staff,1991-04-13,9999-01-01,1985-04-13,1955-05-23
229516,Susanta,Gischer,Senior Engineer,1994-09-13,9999-01-01,1985-09-13,1953-06-17
229541,Maya,Rosenbaum,Senior Staff,1991-08-23,9999-01-01,1985-08-23,1954-12-13
229552,Utpal,Shackel,Senior Staff,1995-01-26,9999-01-01,1985-05-16,1955-11-19
229701,Xinglin,Nollmann,Senior Engineer,1994-05-13,9999-01-01,1985-05-13,1953-01-10
229717,Sivanarayana,Baig,Senior Staff,1993-07-05,9999-01-01,1985-07-05,1954-10-22
229742,Aran,Lundstrom,Engineer,1996-05-03,9999-01-01,1985-11-09,1952-12-24
229846,Ibibia,Melton,Senior Engineer,1999-06-10,9999-01-01,1985-03-22,1952-02-29
229911,Ingmar,Jansen,Senior Staff,1992-07-29,9999-01-01,1985-07-29,1954-06-24
229926,Tomofumi,Sgarro,Senior Staff,1990-05-16,9999-01-01,1985-05-16,1954-11-20
230008,Sajjan,Angelopoulos,Senior Staff,1994-02-11,9999-01-01,1985-02-11,1952-03-15
230046,Nobuyoshi,Hoppenstand,Senior Engineer,1997-04-27,9999-01-01,1985-06-16,1954-09-04
230091,Waiman,Birjandi,Senior Engineer,1997-10-30,9999-01-01,1985-02-23,1955-04-27
230121,Zhonghui,Kornatzky,Engineer,1996-07-31,9999-01-01,1985-06-29,1952-09-30
230180,Adhemar,Kamble,Senior Engineer,1990-09-03,9999-01-01,1985-09-03,1954-09-06
230202,Serge,Gerteisen,Senior Engineer,1990-03-25,9999-01-01,1985-03-25,1953-08-21
230255,Ennio,Lorcy,Senior Engineer,1993-08-02,9999-01-01,1985-08-02,1955-10-12
230346,Guiseppe,Trumbly,Senior Staff,1990-04-08,9999-01-01,1985-04-08,1954-06-28
230348,Yongmao,Awdeh,Senior Staff,1994-05-04,9999-01-01,1985-05-04,1954-06-27
230353,Siamak,Maierhofer,Senior Staff,1996-07-09,9999-01-01,1985-08-15,1955-03-30
230357,Mitchel,Marciano,Senior Engineer,1990-03-02,9999-01-01,1985-03-02,1955-08-16
230378,Brigham,Babu,Senior Staff,1994-11-15,9999-01-01,1985-11-15,1952-10-06
230444,Edwin,Ghalwash,Senior Engineer,1990-06-29,9999-01-01,1985-06-29,1953-06-19
230453,Limsoon,Macedo,Senior Staff,1998-06-24,9999-01-01,1985-02-02,1955-07-23
230468,Takahito,Zweizig,Senior Engineer,1995-03-01,9999-01-01,1985-03-01,1952-12-06
230480,Udo,Bernini,Senior Staff,1994-08-25,9999-01-01,1985-08-25,1954-12-15
230616,Paloma,Pluym,Senior Engineer,1990-08-28,9999-01-01,1985-08-28,1952-03-02
230622,Unal,Quittner,Technique Leader,1987-12-19,9999-01-01,1985-10-23,1955-10-06
230636,Tsz,Pusterhofer,Senior Staff,1992-07-13,9999-01-01,1985-05-07,1955-12-29
230681,Jinya,Hiraishi,Senior Staff,1996-03-07,9999-01-01,1985-08-27,1954-01-22
230716,Xinglin,Panangaden,Senior Staff,1994-04-10,9999-01-01,1985-08-05,1954-07-20
230737,Hsiangchu,Hagimont,Senior Engineer,1992-07-15,9999-01-01,1985-07-15,1952-03-17
230813,Tesuya,Shumilov,Senior Staff,1993-03-16,9999-01-01,1985-03-16,1954-10-16
230822,Saeko,Rebaine,Staff,1996-01-09,9999-01-01,1985-11-24,1954-12-04
230859,Jaques,Cichocki,Senior Engineer,1985-10-07,9999-01-01,1985-10-07,1952-04-30
230882,Geoffrey,Pezzoli,Senior Engineer,2000-06-11,9999-01-01,1985-10-18,1954-04-14
230898,Charlene,Vitiello,Assistant Engineer,1997-02-22,9999-01-01,1985-03-03,1955-08-05
230928,Tesuya,Schlumberger,Senior Engineer,1994-09-09,9999-01-01,1985-06-12,1953-02-19
230984,Odinaldo,Itzigehl,Senior Engineer,1985-10-31,9999-01-01,1985-10-31,1952-09-07
231023,Toshimo,Madeira,Senior Engineer,1985-07-07,9999-01-01,1985-07-07,1953-12-11
231027,Kazuhiko,Denny,Senior Engineer,1993-12-04,9999-01-01,1985-12-04,1955-03-04
231044,Stevo,Merey,Senior Engineer,1991-08-06,9999-01-01,1985-08-06,1953-03-19
231057,Ziyad,Bhattacharjee,Senior Staff,1990-11-12,9999-01-01,1985-11-12,1954-08-30
231110,Kiyomitsu,Sidou,Senior Staff,2000-09-25,9999-01-01,1985-09-09,1952-12-31
231116,Kristof,Danecki,Senior Engineer,1985-11-10,9999-01-01,1985-11-10,1955-03-11
231132,Arunas,Hofstetter,Senior Staff,1985-11-16,9999-01-01,1985-08-21,1954-10-16
231178,Gennady,Highland,Senior Staff,1991-09-27,9999-01-01,1985-09-27,1952-03-04
231194,Tonny,Burnard,Senior Engineer,1999-04-29,9999-01-01,1985-02-11,1953-02-12
231276,Jayesh,Butner,Senior Staff,1985-05-21,9999-01-01,1985-05-21,1954-02-27
231315,Subir,Farrar,Senior Engineer,1994-08-19,9999-01-01,1985-08-19,1953-09-02
231344,Ohad,Kalafatis,Senior Staff,1994-09-15,9999-01-01,1985-09-15,1955-09-10
231372,Khatoun,Koblick,Staff,1997-08-20,9999-01-01,1985-08-12,1952-10-10
231409,Maya,Thorensen,Senior Engineer,1994-02-16,9999-01-01,1985-02-16,1954-02-25
231411,Prasadram,Perfilyeva,Senior Staff,1993-06-28,9999-01-01,1985-07-27,1955-07-10
231486,Yefim,Cmelik,Senior Engineer,1985-12-26,9999-01-01,1985-12-26,1953-07-05
231521,Kiam,Koshino,Senior Engineer,1994-03-30,9999-01-01,1985-03-30,1954-04-28
231553,Oksana,Simkin,Senior Engineer,1985-11-20,9999-01-01,1985-11-20,1953-02-18
231557,Janche,Griswold,Senior Engineer,1993-04-26,9999-01-01,1985-04-26,1952-08-08
231563,Khosrow,Rijckaert,Staff,1999-01-30,9999-01-01,1985-08-02,1952-03-31
231583,Szabolcs,Laventhal,Senior Engineer,1990-02-05,9999-01-01,1985-02-05,1955-08-08
231635,Billie,Kalafatis,Technique Leader,1985-03-21,9999-01-01,1985-03-21,1953-11-17
231838,Kazuhiko,Strandh,Engineer,1994-07-06,9999-01-01,1985-07-06,1954-02-21
231879,Kyoichi,Acton,Senior Engineer,1996-06-10,9999-01-01,1985-03-17,1953-09-19
231895,Shiv,Hmelo,Senior Engineer,2001-09-09,9999-01-01,1985-09-09,1954-05-22
231959,Adib,Hatcliff,Senior Staff,2001-05-06,9999-01-01,1985-04-12,1952-02-29
231968,Elrique,Mapelli,Senior Engineer,1994-06-18,9999-01-01,1985-06-18,1952-09-02
232030,Kish,Waleschkowski,Senior Engineer,1993-07-29,9999-01-01,1985-05-24,1954-07-13
232038,Ennio,Bach,Senior Engineer,1991-12-02,9999-01-01,1985-12-02,1952-08-04
232050,Tomoyuki,Weedon,Senior Staff,1993-02-23,9999-01-01,1985-02-23,1955-04-25
232053,Izaskun,Mundy,Senior Engineer,1994-02-20,9999-01-01,1985-02-20,1953-05-28
232067,Abdelwaheb,Rosay,Engineer,1994-03-10,9999-01-01,1985-05-01,1953-03-11
232142,Valter,Merli,Senior Engineer,2001-02-28,9999-01-01,1985-10-16,1954-07-22
232203,Shaowei,Pollock,Technique Leader,1985-04-28,9999-01-01,1985-04-28,1952-10-24
232230,Gay,Steinauer,Senior Staff,2000-03-16,9999-01-01,1985-11-24,1952-02-07
232269,Kamran,Szmurlo,Engineer,1999-01-05,9999-01-01,1985-12-02,1954-11-10
232338,Genta,Mahnke,Senior Staff,2000-03-07,9999-01-01,1985-11-19,1953-11-10
232348,Thanasis,Bernick,Senior Staff,1995-10-06,9999-01-01,1985-05-29,1952-12-02
232436,Morrie,Stemann,Senior Staff,1991-07-15,9999-01-01,1985-09-29,1954-11-05
232508,Kankanahalli,Brickell,Senior Staff,1985-03-19,9999-01-01,1985-03-19,1955-01-26
232617,Kamran,Guerreiro,Senior Staff,1998-11-25,9999-01-01,1985-07-23,1955-09-14
232620,Arne,Rabejac,Senior Engineer,1996-09-27,9999-01-01,1985-02-28,1955-05-19
232626,Behnaam,Codenie,Senior Staff,1994-12-22,9999-01-01,1985-12-22,1954-11-15
232632,Brewster,Radhakrishnan,Senior Engineer,1985-08-29,9999-01-01,1985-08-29,1952-09-06
232636,Duro,Peha,Senior Staff,1991-06-18,9999-01-01,1985-06-18,1954-06-14
232677,Arvind,Orlowski,Senior Staff,1993-03-05,9999-01-01,1985-03-05,1954-12-24
232684,Hyuckchul,Hockney,Senior Engineer,1993-08-31,9999-01-01,1985-03-31,1954-11-25
232686,Kazuhiko,Akiyama,Senior Staff,2001-07-19,9999-01-01,1985-05-30,1955-03-05
232692,Yakichi,Copas,Staff,1997-04-01,9999-01-01,1985-07-13,1955-01-16
232711,Palash,Vitiello,Senior Staff,1995-03-12,9999-01-01,1985-03-05,1954-08-11
232753,Tadanori,Sudbeck,Senior Staff,1994-07-29,9999-01-01,1985-04-09,1953-11-09
232813,Chandrasekaran,Breugel,Senior Engineer,1992-11-29,9999-01-01,1985-11-29,1952-10-27
232817,Gio,Garigliano,Senior Staff,1997-05-05,9999-01-01,1985-10-31,1953-08-29
232868,Tua,Suri,Senior Engineer,1991-12-07,9999-01-01,1985-08-27,1955-05-24
232888,Ennio,Comellas,Senior Staff,1986-04-08,9999-01-01,1985-07-17,1955-03-06
232947,Noritoshi,Meriste,Senior Staff,1994-12-02,9999-01-01,1985-08-22,1953-09-18
233010,Nirmal,Khamsi,Senior Engineer,1997-02-07,9999-01-01,1985-02-08,1954-07-29
233012,Yuchang,Reistad,Senior Engineer,1991-11-27,9999-01-01,1985-11-27,1953-03-27
233077,JoAnna,Georgatos,Senior Staff,1990-03-31,9999-01-01,1985-03-31,1952-03-14
233163,Jayson,Ginneken,Senior Staff,1994-09-12,9999-01-01,1985-05-13,1955-10-04
233194,Masaki,Taneja,Engineer,1994-04-17,9999-01-01,1985-04-17,1953-05-10
233257,Mikhail,Waeselynck,Senior Staff,1985-03-29,9999-01-01,1985-03-29,1952-12-15
233284,Isamu,Cannane,Senior Engineer,1992-09-24,9999-01-01,1985-09-24,1955-08-17
233346,Serenella,Oehlmann,Assistant Engineer,1999-09-16,9999-01-01,1985-06-05,1953-03-08
233385,Georgi,Kulisch,Senior Engineer,2001-05-07,9999-01-01,1985-02-09,1952-03-23
233443,Satosi,Barvinok,Senior Staff,1985-07-31,9999-01-01,1985-07-31,1955-10-21
233494,Basem,Chartres,Senior Engineer,1991-05-27,9999-01-01,1985-05-27,1952-04-16
233498,Snehasis,Eterovic,Senior Engineer,1997-07-09,9999-01-01,1985-09-16,1954-10-10
233523,Shaowen,Lorcy,Senior Staff,1990-03-11,9999-01-01,1985-03-11,1954-01-25
233538,Sasan,Delgrossi,Senior Engineer,1996-02-18,9999-01-01,1985-03-19,1954-09-25
233557,Boutros,Benveniste,Senior Engineer,1997-02-16,9999-01-01,1985-04-24,1954-08-12
233602,Ulf,Aloia,Senior Staff,1991-04-30,9999-01-01,1985-04-30,1952-09-02
233613,Nigel,Masand,Staff,1997-04-16,9999-01-01,1985-04-07,1952-12-31
233652,Hatim,Auria,Senior Staff,1993-02-07,9999-01-01,1985-02-07,1955-06-01
233791,Hideyuki,Zhiwei,Senior Staff,1990-06-19,9999-01-01,1985-06-19,1953-11-20
233821,Lubomir,Salvesen,Senior Engineer,1990-04-17,9999-01-01,1985-04-17,1955-11-22
233822,Nathan,Mitchem,Senior Staff,1998-07-25,9999-01-01,1985-11-26,1954-01-02
233934,Nimmagadda,Hanabata,Technique Leader,1992-01-08,9999-01-01,1985-11-03,1953-11-25
233943,Seongbae,Theuretzbacher,Senior Engineer,1999-07-23,9999-01-01,1985-11-11,1952-10-30
233966,Shimshon,Albarhamtoshy,Senior Staff,1995-09-07,9999-01-01,1985-07-30,1955-08-25
233981,Angel,Francisci,Senior Engineer,1991-11-05,9999-01-01,1985-11-05,1952-06-28
234016,Katsuo,Sewelson,Senior Engineer,1990-08-10,9999-01-01,1985-08-10,1954-05-28
234066,Pranay,Haddadi,Staff,1999-04-13,9999-01-01,1985-12-20,1952-03-13
234092,Mabry,Rusmann,Senior Engineer,1990-06-23,9999-01-01,1985-06-23,1952-04-26
234098,Saddek,Ulupinar,Senior Staff,1997-04-08,9999-01-01,1985-11-16,1954-01-28
234179,Bangqing,Underwood,Senior Engineer,1991-06-12,9999-01-01,1985-06-12,1955-10-20
234181,Masali,Camarinopoulos,Senior Engineer,1994-05-27,9999-01-01,1985-05-27,1955-12-29
234185,Ramya,Asmuth,Senior Engineer,2001-12-08,9999-01-01,1985-10-28,1955-07-15
234253,Subhash,Staylopatis,Senior Staff,1985-04-28,9999-01-01,1985-04-28,1955-11-27
234317,Willard,Calkin,Engineer,1995-04-02,9999-01-01,1985-02-02,1955-03-22
234326,Munehiko,Sherertz,Engineer,1998-12-17,9999-01-01,1985-07-13,1953-05-30
234397,Tsz,Oskamp,Senior Staff,2000-06-26,9999-01-01,1985-06-25,1952-11-23
234427,Vasilis,Rosaz,Senior Engineer,2000-01-15,9999-01-01,1985-07-16,1953-05-16
234438,Sreekrishna,Schnelling,Senior Staff,1985-06-19,9999-01-01,1985-06-19,1952-09-27
234495,Zdislav,Ferriere,Senior Engineer,1994-02-01,9999-01-01,1985-02-01,1955-09-05
234500,Dmitry,Zockler,Engineer,1998-10-12,9999-01-01,1985-12-29,1954-05-16
234512,Kitty,Lortz,Senior Engineer,1991-11-23,9999-01-01,1985-11-23,1954-07-04
234515,Chriss,Eastman,Senior Staff,1995-09-23,9999-01-01,1985-04-06,1952-05-28
234516,Unal,Peral,Senior Engineer,1992-07-11,9999-01-01,1985-07-11,1955-01-26
234530,Mostafa,Swan,Senior Staff,1989-05-16,9999-01-01,1985-05-25,1954-01-06
234569,Shigeichiro,Serna,Senior Staff,1991-03-20,9999-01-01,1985-03-20,1955-06-23
234591,Kshitij,Hemaspaandra,Senior Engineer,1997-12-11,9999-01-01,1985-04-03,1955-11-06
234601,Alexius,Lanzelotte,Technique Leader,1985-09-06,9999-01-01,1985-09-06,1952-02-07
234643,Arvind,Schaar,Engineer,1997-10-10,9999-01-01,1985-07-30,1955-02-21
234677,True,Juneja,Senior Staff,1994-08-13,9999-01-01,1985-08-13,1955-11-27
234756,Harjit,Hiltgen,Senior Engineer,1985-10-05,9999-01-01,1985-10-05,1953-01-18
234809,Jacqueline,Baalen,Staff,1999-03-05,9999-01-01,1985-05-29,1955-11-07
234853,Insup,Szemeredi,Senior Engineer,1985-03-12,9999-01-01,1985-03-12,1952-10-25
234934,Caolyn,Azumi,Staff,1996-05-09,9999-01-01,1985-02-20,1953-05-02
234962,Greger,Fujisaki,Technique Leader,1993-10-06,9999-01-01,1985-10-08,1954-02-24
235024,Sariel,VanScheik,Senior Staff,1993-07-15,9999-01-01,1985-07-15,1954-10-31
235078,Yoshinari,Ullian,Senior Engineer,1996-11-18,9999-01-01,1985-12-28,1952-10-13
235136,Parto,Azuma,Senior Engineer,1997-06-13,9999-01-01,1985-04-12,1954-07-28
235148,Mountaz,Rouquie,Senior Engineer,1991-09-23,9999-01-01,1985-09-23,1954-09-25
235180,Mototsugu,Bade,Senior Staff,1991-03-15,9999-01-01,1985-03-15,1953-08-25
235245,Alassane,Denny,Senior Engineer,1999-05-19,9999-01-01,1985-10-22,1955-06-03
235271,Gregory,Azuma,Senior Staff,1991-08-20,9999-01-01,1985-08-20,1952-02-15
235282,Falguni,Munch,Engineer,1997-06-08,9999-01-01,1985-10-05,1954-03-28
235348,Jinya,Merro,Engineer,1997-11-11,9999-01-01,1985-02-22,1954-04-29
235356,Uri,Hempstead,Senior Engineer,1992-09-07,9999-01-01,1985-09-07,1953-06-19
235382,Ghassan,Pillow,Senior Staff,1994-07-07,9999-01-01,1985-07-07,1953-11-14
235394,Visit,Ecklund,Senior Staff,1991-10-05,9999-01-01,1985-10-05,1954-06-30
235425,Deborah,Schiper,Senior Staff,1994-12-24,9999-01-01,1985-12-24,1955-04-18
235450,Hidekazu,Mawatari,Technique Leader,1994-06-30,9999-01-01,1985-10-22,1954-02-13
235524,Jolita,Itzigehl,Senior Staff,1990-08-20,9999-01-01,1985-08-20,1955-07-11
235545,Fatemeh,Collette,Senior Engineer,1992-07-06,9999-01-01,1985-08-04,1955-09-03
235558,Lein,Billawala,Senior Staff,1990-11-14,9999-01-01,1985-11-14,1953-01-14
235566,Xuedong,Kleiser,Senior Staff,1992-04-22,9999-01-01,1985-04-22,1954-04-26
235609,Aamer,Talmor,Senior Staff,1992-03-11,9999-01-01,1985-03-11,1955-02-10
235645,Mona,Carrere,Senior Staff,1985-11-26,9999-01-01,1985-11-26,1955-07-20
235659,Hideyuki,Lanzelotte,Assistant Engineer,1999-12-20,9999-01-01,1985-03-20,1953-03-05
235678,Lenore,Tomescu,Senior Engineer,1994-07-05,9999-01-01,1985-07-05,1954-09-21
